run_id,pr_number,changed_lines_mapped,status,coverable_changed_lines,random_energy_to_80cov_J,random_energy_to_90cov_J,random_energy_to_95cov_J,random_energy_to_100cov_J,greedy_cov_per_second_energy_to_80cov_J,greedy_cov_per_second_suite_size_at_80cov,greedy_cov_per_second_energy_to_90cov_J,greedy_cov_per_second_suite_size_at_90cov,greedy_cov_per_second_energy_to_95cov_J,greedy_cov_per_second_suite_size_at_95cov,greedy_cov_per_second_energy_to_100cov_J,greedy_cov_per_second_suite_size_at_100cov,greedy_cov_per_joule_energy_to_80cov_J,greedy_cov_per_joule_suite_size_at_80cov,greedy_cov_per_joule_energy_to_90cov_J,greedy_cov_per_joule_suite_size_at_90cov,greedy_cov_per_joule_energy_to_95cov_J,greedy_cov_per_joule_suite_size_at_95cov,greedy_cov_per_joule_energy_to_100cov_J,greedy_cov_per_joule_suite_size_at_100cov
19199009754,3764,97,ok,97,22794.987666666675,62877.320600000014,113939.90103333337,113939.90103333337,115.159,1.0,232.63600000000002,2.0,352.927,3.0,352.927,3.0,115.159,1.0,232.63600000000002,2.0,352.927,3.0,352.927,3.0
19195070868,4766,39,ok,39,80532.35956666667,120243.28336666668,135265.53673333337,156012.00400000004,2123.2960000000003,5.0,2489.987,8.0,3539.627,10.0,4512.188,11.0,1352.1040000000003,6.0,2613.3,9.0,3526.869,10.0,4499.43,11.0
19195068465,4779,8,ok,8,37726.47956666667,37726.47956666667,37726.47956666667,37726.47956666667,225.589,2.0,225.589,2.0,225.589,2.0,225.589,2.0,220.504,2.0,220.504,2.0,220.504,2.0,220.504,2.0
19188746693,3764,97,ok,97,22794.987666666675,62877.320600000014,113939.90103333337,113939.90103333337,115.159,1.0,232.63600000000002,2.0,352.927,3.0,352.927,3.0,115.159,1.0,232.63600000000002,2.0,352.927,3.0,352.927,3.0
19175029755,4764,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
19174818766,4766,39,ok,39,80532.35956666667,120243.28336666668,135265.53673333337,156012.00400000004,2123.2960000000003,5.0,2489.987,8.0,3539.627,10.0,4512.188,11.0,1352.1040000000003,6.0,2613.3,9.0,3526.869,10.0,4499.43,11.0
19173092696,4764,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
19158512692,4766,39,ok,39,80532.35956666667,120243.28336666668,135265.53673333337,156012.00400000004,2123.2960000000003,5.0,2489.987,8.0,3539.627,10.0,4512.188,11.0,1352.1040000000003,6.0,2613.3,9.0,3526.869,10.0,4499.43,11.0
19157238743,4766,39,ok,39,80532.35956666667,120243.28336666668,135265.53673333337,156012.00400000004,2123.2960000000003,5.0,2489.987,8.0,3539.627,10.0,4512.188,11.0,1352.1040000000003,6.0,2613.3,9.0,3526.869,10.0,4499.43,11.0
19156992855,4766,39,ok,39,80532.35956666667,120243.28336666668,135265.53673333337,156012.00400000004,2123.2960000000003,5.0,2489.987,8.0,3539.627,10.0,4512.188,11.0,1352.1040000000003,6.0,2613.3,9.0,3526.869,10.0,4499.43,11.0
19147898147,4779,8,ok,8,37726.47956666667,37726.47956666667,37726.47956666667,37726.47956666667,225.589,2.0,225.589,2.0,225.589,2.0,225.589,2.0,220.504,2.0,220.504,2.0,220.504,2.0,220.504,2.0
19147720591,4768,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
19147414603,4766,39,ok,39,80532.35956666667,120243.28336666668,135265.53673333337,156012.00400000004,2123.2960000000003,5.0,2489.987,8.0,3539.627,10.0,4512.188,11.0,1352.1040000000003,6.0,2613.3,9.0,3526.869,10.0,4499.43,11.0
19123034118,4756,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
19122929269,4756,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
19122462172,4779,8,ok,8,37726.47956666667,37726.47956666667,37726.47956666667,37726.47956666667,225.589,2.0,225.589,2.0,225.589,2.0,225.589,2.0,220.504,2.0,220.504,2.0,220.504,2.0,220.504,2.0
19122393498,4766,39,ok,39,80532.35956666667,120243.28336666668,135265.53673333337,156012.00400000004,2123.2960000000003,5.0,2489.987,8.0,3539.627,10.0,4512.188,11.0,1352.1040000000003,6.0,2613.3,9.0,3526.869,10.0,4499.43,11.0
19122251022,4664,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
19121773659,4779,8,ok,8,37726.47956666667,37726.47956666667,37726.47956666667,37726.47956666667,225.589,2.0,225.589,2.0,225.589,2.0,225.589,2.0,220.504,2.0,220.504,2.0,220.504,2.0,220.504,2.0
19121662774,4766,39,ok,39,80532.35956666667,120243.28336666668,135265.53673333337,156012.00400000004,2123.2960000000003,5.0,2489.987,8.0,3539.627,10.0,4512.188,11.0,1352.1040000000003,6.0,2613.3,9.0,3526.869,10.0,4499.43,11.0
19121551512,4756,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
19121542012,154,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
19118502052,154,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
19116797513,4756,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
19109562625,4689,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
19090667984,4764,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
19087970134,154,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
