run_id,pr_number,changed_lines_mapped,status,coverable_changed_lines,random_energy_to_80cov_J,random_energy_to_90cov_J,random_energy_to_95cov_J,random_energy_to_100cov_J,greedy_cov_per_second_energy_to_80cov_J,greedy_cov_per_second_energy_to_90cov_J,greedy_cov_per_second_energy_to_95cov_J,greedy_cov_per_second_energy_to_100cov_J,greedy_cov_per_joule_energy_to_80cov_J,greedy_cov_per_joule_energy_to_90cov_J,greedy_cov_per_joule_energy_to_95cov_J,greedy_cov_per_joule_energy_to_100cov_J
17276797937,4608,3,ok,3,,,,,,,,,,,,
17271115341,4608,3,ok,3,,,,,,,,,,,,
17260754048,4702,0,skip_no_changed_lines,0,,,,,,,,,,,,
17255420943,4684,7,ok,7,19416.39813333334,103386.31100000003,103386.31100000003,103386.31100000003,121.162,235.796,235.796,235.796,121.162,235.796,235.796,235.796
17253039717,4608,3,ok,3,,,,,,,,,,,,
17250070810,4608,3,ok,3,,,,,,,,,,,,
17249775733,4608,3,ok,3,,,,,,,,,,,,
17249264360,4608,3,ok,3,,,,,,,,,,,,
17245348329,4608,3,ok,3,,,,,,,,,,,,
17243272064,4608,3,ok,3,,,,,,,,,,,,
17240690203,4684,7,ok,7,19416.39813333334,103386.31100000003,103386.31100000003,103386.31100000003,121.162,235.796,235.796,235.796,121.162,235.796,235.796,235.796
17221682218,4684,7,ok,7,19416.39813333334,103386.31100000003,103386.31100000003,103386.31100000003,121.162,235.796,235.796,235.796,121.162,235.796,235.796,235.796
17220327947,4684,7,ok,7,19416.39813333334,103386.31100000003,103386.31100000003,103386.31100000003,121.162,235.796,235.796,235.796,121.162,235.796,235.796,235.796
17219681801,4608,3,ok,3,,,,,,,,,,,,
17219560243,4608,3,ok,3,,,,,,,,,,,,
17215741372,4608,3,ok,3,,,,,,,,,,,,
17209499373,4684,7,ok,7,19416.39813333334,103386.31100000003,103386.31100000003,103386.31100000003,121.162,235.796,235.796,235.796,121.162,235.796,235.796,235.796
17209454483,4685,0,skip_no_changed_lines,0,,,,,,,,,,,,
17193947950,4684,7,ok,7,19416.39813333334,103386.31100000003,103386.31100000003,103386.31100000003,121.162,235.796,235.796,235.796,121.162,235.796,235.796,235.796
17179220347,4684,7,ok,7,19416.39813333334,103386.31100000003,103386.31100000003,103386.31100000003,121.162,235.796,235.796,235.796,121.162,235.796,235.796,235.796
17173451944,4684,7,ok,7,19416.39813333334,103386.31100000003,103386.31100000003,103386.31100000003,121.162,235.796,235.796,235.796,121.162,235.796,235.796,235.796
17169937358,4701,0,skip_no_changed_lines,0,,,,,,,,,,,,
17161844965,4608,3,ok,3,,,,,,,,,,,,
17139403909,4700,0,skip_no_changed_lines,0,,,,,,,,,,,,
17139093444,4608,3,ok,3,,,,,,,,,,,,
17126257739,4684,7,ok,7,19416.39813333334,103386.31100000003,103386.31100000003,103386.31100000003,121.162,235.796,235.796,235.796,121.162,235.796,235.796,235.796
17108054579,4685,0,skip_no_changed_lines,0,,,,,,,,,,,,
17105403464,4700,0,skip_no_changed_lines,0,,,,,,,,,,,,
17082669676,4608,3,ok,3,,,,,,,,,,,,
17081743066,4608,3,ok,3,,,,,,,,,,,,
17079654383,4608,3,ok,3,,,,,,,,,,,,
17075934642,3261,67,ok,67,80397.3412,121510.30500000002,141123.97926666672,167391.26826666668,351.69,733.618,956.771,1435.894,351.69,848.077,956.764,1435.887
17072665698,4684,7,ok,7,19416.39813333334,103386.31100000003,103386.31100000003,103386.31100000003,121.162,235.796,235.796,235.796,121.162,235.796,235.796,235.796
17066475812,4684,7,ok,7,19416.39813333334,103386.31100000003,103386.31100000003,103386.31100000003,121.162,235.796,235.796,235.796,121.162,235.796,235.796,235.796
17066279400,4684,7,ok,7,19416.39813333334,103386.31100000003,103386.31100000003,103386.31100000003,121.162,235.796,235.796,235.796,121.162,235.796,235.796,235.796
17048864411,4684,7,ok,7,19416.39813333334,103386.31100000003,103386.31100000003,103386.31100000003,121.162,235.796,235.796,235.796,121.162,235.796,235.796,235.796
17048801442,154,0,skip_no_changed_lines,0,,,,,,,,,,,,
17045897684,4685,0,skip_no_changed_lines,0,,,,,,,,,,,,
17043084383,4696,0,skip_no_changed_lines,0,,,,,,,,,,,,
17031712991,4696,0,skip_no_changed_lines,0,,,,,,,,,,,,
17026490793,4696,0,skip_no_changed_lines,0,,,,,,,,,,,,
17026366768,4696,0,skip_no_changed_lines,0,,,,,,,,,,,,
17023735307,4696,0,skip_no_changed_lines,0,,,,,,,,,,,,
17023133108,4696,0,skip_no_changed_lines,0,,,,,,,,,,,,
17017656182,4696,0,skip_no_changed_lines,0,,,,,,,,,,,,
17016445538,4640,53,ok,53,21213.024400000002,101510.86050000002,101510.86050000002,134546.5068,139.293,139.293,139.293,253.486,139.293,139.293,139.293,253.486
17015822509,4684,7,ok,7,19416.39813333334,103386.31100000003,103386.31100000003,103386.31100000003,121.162,235.796,235.796,235.796,121.162,235.796,235.796,235.796
17010841307,4696,0,skip_no_changed_lines,0,,,,,,,,,,,,
17010704313,4696,0,skip_no_changed_lines,0,,,,,,,,,,,,
